horse_name,horse_url,country_of_origin,age,color,sex,import_type,season_stakes,total_stakes,no_123_starts,no_starts_in_10,stable_loc,trainer,owner,current_rating,sos_rating,sire,dam,dam_sire,retired
VIRTUS STAR(B395),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B395,AUS,6,Bay,Gelding,PPG,$0 ,"$2,361,775 ",3-3-5-36,2,Hong Kong(09/07/2021),K L Man,HKUAA Syndicate,22,29,Sebring,Princess Natural,Danehill Dancer,FALSE
GO BALLISTIC(C493),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C493,SAF,6,Bay,Gelding,PP,"$1,164,800 ","$1,830,455 ",2-2-1-30,2,Hong Kong(18/05/2019),D E Ferraris,David Hui Cheung Wing,40,29,Duke Of Marmalade,Buffalo Dance,Sadler's Wells,FALSE
BULB ELITE(A183),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A183,NZ,-1,Grey,Gelding,PP,,"$1,712,780 ",1-2-3-37,-1,,,Alfred Chong Kin Ngai & Jack Chong Chun Kit,34,-1,Iffraaj,Miranda Miss,Reset,TRUE
MANY GAINS(C515),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C515,AUS,-1,Bay,Gelding,PPG,,"$26,250 ",0-0-0-14,-1,,,Michael C C Kao & Kao Chan Ming Man,15,-1,Choisir,Apparel,Barathea,TRUE
BIG BANG BONG(V186),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2015_V186,IRE,8,Bay,Gelding,PP,$0 ,"$7,053,753 ",4-7-4-81,1,Hong Kong(25/10/2015),C W Chang,Lau Ng Mui Chu,19,24,Big Bad Bob,Dreamaway,Oasis Dream,FALSE
WONDERFUL TIGER(A235),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A235,IRE,7,Bay,Gelding,PP,"$27,300 ","$2,058,900 ",3-4-1-45,1,Conghua(16/11/2021),W Y So,Snow White Syndicate,23,27,Approve,Cuilaphuca,Danetime,FALSE
CENTENARY IBIS(D163),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D163,NZ,5,Bay,Gelding,PPG,"$120,900 ","$147,150 ",0-0-0-13,2,Hong Kong(08/01/2021),A T Millard,Ibis Syndicate,22,26,Savabeel,Lego,O'Reilly,FALSE
AFRICAN SKY(C195),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C195,GB,-1,Bay,Gelding,PP,,$0 ,0-0-0-15,-1,,,Tormenta Syndicate,21,-1,Shamardal,Angelita,Alzao,TRUE
FOR FUN'S SAKE(D242),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D242,AUS,-1,Bay,Gelding,PPG,,"$948,750 ",1-3-0-26,-1,,,Gary Lui,27,-1,Manhattan Rain,Paradise Lost,Sadler's Wells,TRUE
GLORIOUS BUDDY(C405),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C405,AUS,-1,Chestnut,Gelding,ISG,,$0 ,0-0-0-11,-1,,,Friends of Golden Scalpel Syndicate,22,-1,Written Tycoon,Shabtis,Elusive Quality,TRUE
GALLANT CROWN(D359),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D359,NZ,5,Bay,Gelding,PPG,"$439,600 ","$3,481,340 ",4-2-0-15,0,Hong Kong(17/01/2020),A T Millard,Equity Syndicate,69,67,Hallowed Crown,Justagem,Stravinsky,FALSE
BRAVE KING(D132),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D132,IRE,-1,Chestnut,Gelding,PP,,"$665,750 ",0-1-1-19,-1,,,Lianne Lam & Matthew Lam Kin Hong,48,-1,Zoffany,Ban Draiocht,Desert Sun,TRUE
KING DRAGON(C437),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C437,NZ,5,Brown,Gelding,PPG,"$62,400 ","$2,063,128 ",1-2-6-23,2,Hong Kong(28/07/2021),K L Man,Peter Chu Ka Lok,51,52,Savabeel,Miss Montjeu,Montjeu,FALSE
ZHAN JIANG ROCKS(B406),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B406,IRE,6,Brown,Gelding,PP,"$62,400 ","$2,635,335 ",1-4-5-36,0,Hong Kong(26/11/2021),W Y So,Zhan Jiang Syndicate,47,49,Big Bad Bob,Rupa,Acclamation,FALSE
METHANE(C469),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C469,NZ,6,Bay,Gelding,PPG,"$457,600 ","$2,736,740 ",1-7-3-24,1,Hong Kong(11/05/2019),D E Ferraris,Andrew Shuen Pak Man,57,58,Pierro,Mapmaker,Volksraad,FALSE
MONSTER KAKA(B319),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B319,NZ,-1,Bay,Gelding,PP,,"$1,052,455 ",0-1-3-28,-1,,,Kathleen Shi Pui Ka,42,-1,Makfi,Pineau,Carnegie,TRUE
HAPPY WIN WIN(C125),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C125,IRE,-1,Bay,Gelding,PP,,"$1,827,595 ",2-1-2-39,-1,,,Eternity Happiness Syndicate,35,-1,Zoffany,Meeting In Paris,Dutch Art,TRUE
ALL YOU KNOW(A320),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A320,IRE,7,Grey,Gelding,ISG,$0 ,"$3,366,875 ",3-4-3-44,1,Hong Kong(18/03/2017),R Gibson,Eric Ng Wing Kwong,39,45,Dark Angel,Marseille Express,Caerleon,FALSE
CAN'T TOUCH THIS(D255),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D255,NZ,-1,Brown,Gelding,PPG,,$0 ,0-0-0-11,-1,,,Jonathan Hui & Ian Justin Hui,18,-1,Highly Recommended,Showusyahalo,My Halo,TRUE
SUPERBELLA(D128),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D128,GB,5,Bay,Gelding,PP,$0 ,"$1,545,000 ",2-0-0-18,1,Conghua(25/11/2021),F C Lor,Elizabeth Lee Ho Ling,67,69,Passing Glance,Lizzie Tudor,Tamayuz,FALSE
BIG LUCK CHAMP(D165),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D165,AUS,-1,Brown,Gelding,PPG,,"$226,205 ",0-0-2-5,-1,,,Timmy Chan Tien Kay,45,-1,Sebring,Royal Lineup,Viscount,TRUE
WINWIN THIRTYTHREE(C110),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C110,NZ,6,Brown,Gelding,PPG,"$228,800 ","$2,175,775 ",2-3-4-37,1,Hong Kong(27/10/2021),P F Yiu,Specific Syndicate,42,43,Showcasing,Abenroad,Danroad,FALSE
SIMPLY FLUKE(C352),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C352,NZ,7,Bay,Gelding,PPG,"$149,150 ","$5,114,255 ",5-4-4-30,1,Conghua(23/11/2021),D J Whyte,Horace Cheng Lung Don,75,76,Keeper,Heartache,Casual Lies,FALSE
TRAVEL DATUK(V235),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2015_V235,IRE,8,Bay,Gelding,PP,$0 ,"$4,365,578 ",1-11-6-56,1,Hong Kong(21/11/2015),R Gibson,Jackie Wong See Sum,43,50,Holy Roman Emperor,Sharapova,Elusive Quality,FALSE
JAZZ STEED(C406),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C406,AUS,6,Bay,Gelding,ISG,"$647,750 ","$3,660,265 ",3-5-3-30,1,Hong Kong(26/11/2021),C Fownes,Bravo Syndicate,62,57,Exceed And Excel,Emotional Circus,Elusive Quality,FALSE
OVERSUBSCRIBED(C361),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C361,AUS,6,Bay,Gelding,PPG,$0 ,"$2,082,055 ",3-0-4-22,0,Hong Kong(05/11/2021),D J Hall,Bonnie Chan Yiting,51,51,Reward For Effort,Underfoot,Switch In Time,FALSE
U W BROTHER(C389),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C389,AUS,5,Brown,Gelding,PPG,$0 ,"$1,291,790 ",1-3-1-24,0,Conghua(16/09/2021),Y S Tsui,Perfect Match Syndicate,39,39,Wandjina,Pacific Belle,Canadian Silver,FALSE
JOYFUL WIN(D451),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D451,AUS,4,Bay,Gelding,PPG,"$1,706,100 ","$3,081,100 ",4-0-2-13,2,Hong Kong(04/05/2020),P F Yiu,Joseph Chung,73,59,Shooting To Win,Miss Kistler,Darci Brahma,FALSE
VIVA POPCORN(D307),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D307,GB,4,Chestnut,Gelding,ISG,"$717,600 ","$752,600 ",1-1-0-12,2,Hong Kong(09/10/2020),A S Cruz,Arnaldo Ho Yau Heng,43,36,Farhh,Stoneacre Sarah,Cadeaux Genereux,FALSE
FARM BUMPER(C244),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C244,AUS,6,Bay,Gelding,PPG,$0 ,"$1,658,635 ",2-2-0-28,0,Conghua(21/10/2021),K L Man,Chan Kin Yip,38,40,Tycoon Ruler,Buck 'N' Jazz,Buck's Pride,FALSE
TOM'S STYLE(C509),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C509,AUS,-1,Bay,Gelding,PP,,"$145,750 ",0-0-0-9,-1,,,Dr Thomas Chung Siu Po,56,-1,Hinchinbrook,Red Centre,Rubiton,TRUE
INFINITE POWER(D014),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D014,AUS,6,Bay,Gelding,PPG,"$2,142,900 ","$2,937,900 ",4-0-0-14,2,Hong Kong(05/07/2019),F C Lor,The Hon Paul Tse Wai Chun,62,52,Smart Missile,Hussta La Vista,Hussonet,FALSE
ENJOY MY LIFE(E019),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E019,NZ,5,Brown,Gelding,PPG,$0 ,$0 ,0-0-0-6,1,Hong Kong(17/09/2021),C H Yip,Patrick Au Tsz Hin,33,35,Shamoline Warrior,La Stellina,O'Reilly,FALSE
MAGIC BONUS(E103),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E103,AUS,-1,Chestnut,Gelding,PPG,,$0 ,0-0-0-8,-1,,,Mr & Mrs Edward Chan Chi Keung and Matthew Chan Chin Wah,26,-1,Deep Field,De Sea Eagle,Flying Spur,TRUE
NOBLE BIRTH(D363),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D363,NZ,-1,Bay,Gelding,PPG,,"$1,140,000 ",2-0-0-6,-1,,,"Lawrence Lok Yuen Ming, Sunny Lok Shing Kwan & Christopher Lok Tsz Wai",61,-1,Per Incanto,Caley Marie,Keeper,TRUE
WHISKEY NEAT(D150),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D150,AUS,5,Brown,Gelding,PP,"$327,600 ","$1,770,100 ",0-7-1-30,1,Hong Kong(19/11/2021),C Fownes,November Syndicate,52,55,Denman,Ouija,Viscount,FALSE
TELECOM ROCKET(C137),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C137,NZ,7,Bay,Gelding,PPG,$0 ,"$3,701,608 ",2-6-8-41,1,Hong Kong(06/12/2018),Y S Tsui,Sunny Cheung King Fung,57,61,Tavistock,Far Far Away,Keeper,FALSE
SPEEDY OPTIMIST(C253),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C253,AUS,-1,Chestnut,Gelding,PPG,,"$616,150 ",1-0-2-14,-1,,,Ken Chu Yin Sang,41,-1,Not A Single Doubt,Foxstar,Galileo,TRUE
MIGHTY POWER(C094),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C094,NZ,-1,Bay,Gelding,PP,,"$868,020 ",0-3-1-21,-1,,,Happy Uncles Syndicate,50,-1,Power,Silvara,Danehill Dancer,TRUE
PACKING CHAMPION(D291),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D291,NZ,5,Bay,Gelding,PPG,$0 ,"$115,000 ",0-0-1-9,1,Hong Kong(14/12/2019),L Ho,Exciting Racing Syndicate,40,46,Darci Brahma,Trouville,Hurricane Sky,FALSE
ZACIAN(E078),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E078,AUS,5,Bay,Gelding,PPG,"$351,000 ","$756,000 ",0-2-3-13,1,Hong Kong(10/11/2021),C S Shum,Hugo Hui Kwan Wah,38,39,Albrecht,Snaffles,Librettist,FALSE
MASTER ALBERT(A296),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A296,AUS,8,Chestnut,Gelding,PP,$0 ,"$5,096,575 ",4-3-8-52,0,Hong Kong(03/12/2021),W Y So,Master Syndicate,44,44,Magic Albert,Kate Of Clonmel,Bianconi,FALSE
SEA ELITE(E076),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E076,AUS,5,Bay,Gelding,PPG,$0 ,"$290,000 ",0-0-2-8,0,Conghua(15/07/2021),D J Whyte,HK Golf Club Racing Syndicate,41,41,Zoffany,Exquisite,Viscount,FALSE
TOP ACCOLADE(D302),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D302,SAF,-1,Bay,Gelding,ISG,,$0 ,0-0-0-9,-1,,,IJDH Syndicate,28,-1,Captain Al,Valor Red,Western Winter,TRUE
DAY DAY RICH(D231),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D231,AUS,5,Brown,Gelding,PP,"$171,600 ","$251,600 ",0-1-0-17,0,Conghua(26/10/2021),T P Yung,The Easy Ride Syndicate,34,34,Love Conquers All,La Zap,Elnadim,FALSE
SPEED TO EXCEED(D304),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D304,IRE,-1,Grey,Gelding,ISG,,"$191,250 ",0-1-0-10,-1,,,Derek Tam Lap Tak,35,-1,Exceed And Excel,Callistan,Galileo,TRUE
HANDSOME BO BO(B119),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B119,AUS,7,Chestnut,Gelding,PPG,"$1,056,000 ","$8,948,475 ",6-8-4-40,0,Conghua(04/11/2021),C S Shum,Champion Syndicate,95,95,Helmet,Sadler's Girl,Sadler's Wells,FALSE
TRIPLE TRIPLE(C359),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C359,NZ,7,Bay,Gelding,PPG,"$94,200 ","$3,282,315 ",2-5-3-24,1,Hong Kong(12/11/2021),F C Lor,"Kenneth Lam Yiu Kin, Rudolf Tam Kai Chung & Ching Pak Chung",61,64,Per Incanto,Waiana Gold,Gold Centre,FALSE
HARRIER JET(T372),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2014_T372,AUS,10,Brown,Gelding,PP,$0 ,"$7,947,435 ",5-8-11-77,2,Hong Kong(15/04/2019),P O'Sullivan,Wei Yu & Liu He,59,64,Dane Shadow,Borobodur,Strategic,FALSE
HARMONY N BLESSED(E061),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E061,AUS,5,Bay,Gelding,PPG,"$1,789,800 ","$4,360,800 ",4-2-1-10,0,Conghua(26/10/2021),D A Hayes,"Cheung Ming Man, Cheung Ying Ho, Joseph Lee Chung Tak & Antonny Cheng King Chiu",83,69,Magnus,Fly To Win,Danewin,FALSE
WHAT A LEGEND(C004),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C004,AUS,7,Brown,Gelding,PPG,"$119,600 ","$2,731,180 ",3-2-3-30,2,Hong Kong(13/10/2021),K H Ting,Racing Guru Syndicate,55,60,Duporth,What An Impact,More Than Ready,FALSE
HIGH RISE SOLDIER(C511),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C511,AUS,6,Bay,Gelding,PP,"$54,950 ","$3,480,700 ",1-5-4-28,2,Conghua(02/12/2021),K W Lui,Ko Yin Kei,69,75,Snitzel,Tara From The Cape,Leroidesanimaux,FALSE
ISLAND SHINE(D040),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D040,NZ,6,Brown,Gelding,PP,$0 ,"$2,308,500 ",1-2-4-23,0,Conghua(26/10/2021),P F Yiu,Ng To,59,59,Darci Brahma,Lucky Be Lucky,Storm Cat,FALSE
WIND N GRASS(D197),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D197,IRE,5,Brown,Gelding,PP,$0 ,"$4,817,625 ",3-2-5-29,0,Hong Kong(08/10/2021),C W Chang,The Hon & Mrs Kenneth Lau Ip Keung,86,86,Lawman,Roystonea,Polish Precedent,FALSE
WINNING FEELING(C324),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C324,AUS,-1,Bay,Gelding,PP,,"$1,497,785 ",2-0-1-20,-1,,,Dr Anthony W K Chow & Michael Tong Hing Yuen,60,-1,O'Reilly,Rabsha,Dehere,TRUE
STORM WARNINGS(D369),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D369,AUS,5,Bay,Gelding,PP,$0 ,"$1,198,250 ",0-2-2-12,0,Conghua(17/08/2021),D J Hall,Francis Yeung,72,72,Zoustar,And Rock,Fastnet Rock,FALSE
SERIOUS LIAISON(D434),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D434,AUS,5,Chestnut,Gelding,PP,$0 ,"$2,040,000 ",2-1-0-10,0,Conghua(25/11/2021),C Fownes,Kenneth Wu Pak Kei,76,76,Zoffany,Little Miss Smiley,Husson,FALSE
TELECOM SMART(E140),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E140,AUS,-1,Bay,Gelding,PP,,"$1,524,950 ",1-3-0-17,-1,,,Billy Cheung King Shan,63,-1,Smart Missile,Ocelot,Tale Of The Cat,TRUE
SMILING CITY(D113),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D113,AUS,6,Bay,Gelding,PP,"$345,400 ","$2,721,815 ",2-2-2-27,0,Hong Kong(18/08/2021),D J Whyte,Gary Ling Kay Wai,59,61,So You Think,Laylia,Redoute's Choice,FALSE
DELIGHTFUL LAOS(D321),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D321,IRE,4,Bay,Gelding,PP,$0 ,"$5,285,250 ",3-1-0-16,1,Hong Kong(03/12/2021),A S Cruz,Cheng Keung Fai,90,91,Baltic King,Pepys Tillergirl,Tillerman,FALSE
NOBLE STEED(A326),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A326,AUS,8,Bay,Gelding,ISG,"$119,600 ","$5,599,600 ",4-6-4-47,2,Hong Kong(29/10/2021),K W Lui,"Choi Wong Ling Ling, Choi Kam Shan & Choi Yun Chor",56,62,Street Cry,Extension Of Time,Dash For Cash,FALSE
INCANTO PREPARED(D009),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D009,NZ,6,Bay,Gelding,PPG,$0 ,"$3,840,720 ",4-2-4-25,1,Conghua(23/11/2021),J Size,Wong Poh Weng,68,71,Per Incanto,Prepared,Perfectly Ready,FALSE
NAMJONG PLUS(B048),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B048,NZ,-1,Bay,Gelding,PPG,,"$6,116,250 ",6-2-4-34,-1,,,Claudia Sze Hill Tung,71,-1,Zacinto,Volkara,Volksraad,TRUE
SURREALISM(C285),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C285,GB,6,Bay,Gelding,PP,"$345,400 ","$3,450,650 ",1-5-3-31,1,Hong Kong(15/12/2018),D E Ferraris,Wong Chung Hin & Arnold Wong Chi Chiu,65,63,Exceed And Excel,Gradara,Montjeu,FALSE
PRECISE EXPRESS(D198),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D198,IRE,5,Brown,Gelding,PP,"$345,400 ","$1,595,650 ",1-2-1-15,1,Hong Kong(22/09/2021),P F Yiu,Bunny Chan Chung Bun,68,68,Tamayuz,Soviet Treat,Ashkalani,FALSE
BLAZING BEAT(D342),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D342,IRE,4,Chestnut,Gelding,PP,"$36,400 ","$123,900 ",0-0-0-16,0,Hong Kong(20/11/2020),C W Chang,"Wong Chor Kei, Lau Siu Wai, Raymond Wong Man Piu & Ryan Wong Man Kwong",40,48,Gleneagles,Pearl Grey,Gone West,FALSE
HANG'S DECISION(T262),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2014_T262,NZ,10,Bay,Gelding,PPG,"$210,600 ","$10,303,490 ",10-8-5-87,1,Conghua(16/11/2021),W Y So,Wong Yuet Sing & Tony Wong Sze Ho,57,59,Postponed,Bislieri,Encosta de Lago,FALSE
CABLE SPEED(D459),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D459,IRE,4,Bay,Gelding,PP,$0 ,$0 ,0-0-0-7,0,Conghua(07/10/2021),T P Yung,Cow Cow Syndicate,49,49,Cable Bay,Hear My Cry,Giant's Causeway,FALSE
LEGION OF MERIT(D419),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D419,NZ,5,Grey,Gelding,PP,$0 ,$0 ,0-0-0-12,0,Conghua(11/11/2021),W Y So,Kent Leung Kin Keung,41,47,Alamosa,Fantastic Honour,Any Suggestion,FALSE
ANGEL OF MY EYES(D360),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D360,NZ,-1,Bay,Gelding,PPG,,"$1,671,190 ",2-2-0-9,-1,,,"Mr & Mrs Darin Leung Wai Yuen, Jacqueline Leung Yui Hoi and Catherine Leung Yue Hoi",66,-1,Niagara,Rose Chapel,College Chapel,TRUE
HAPPY ALUMNI(C065),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C065,AUS,-1,Chestnut,Gelding,PPG,,"$2,769,905 ",2-3-2-18,-1,,,Happy Men Syndicate,71,-1,Starcraft,Attilia,Tiger Hill,TRUE
SCORES OF FUN(D335),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D335,AUS,5,Chestnut,Gelding,PPG,"$2,357,100 ","$7,182,040 ",6-5-1-20,3,Conghua(30/11/2021),J Size,Fun Loving Syndicate,92,85,Reward For Effort,Montana Hilton,Brahms,FALSE
CAPITAL STAR(E201),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E201,AUS,5,Bay,Gelding,PP,$0 ,"$1,526,250 ",1-2-0-5,0,Hong Kong(17/11/2021),C Fownes,Capital Reserve Syndicate,79,79,Danerich,Capital Growth,Brocco,FALSE
HINCHINLOVE(C001),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C001,AUS,7,Bay,Gelding,PP,$0 ,"$6,522,975 ",4-1-4-33,2,Hong Kong(27/10/2021),T P Yung,Rising Profit Syndicate,92,93,Hinchinbrook,Wildly Entertained,Forestry,FALSE
THE RUNNER(D042),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D042,AUS,6,Chestnut,Gelding,PP,"$533,800 ","$4,678,205 ",3-4-3-31,2,Hong Kong(26/11/2021),F C Lor,Chu Yun Lau,73,71,Snitzel,Femina Fashion,Shamardal,FALSE
BRIGHT KID(C060),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C060,AUS,7,Bay,Gelding,PP,$0 ,"$3,083,380 ",3-3-1-42,1,Hong Kong(10/11/2021),W Y So,Chan Man Fat,56,64,Show A Heart,Exedra,Redoute's Choice,FALSE
FLYING BONUS(B433),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B433,AUS,7,Bay,Gelding,PP,"$894,900 ","$4,764,540 ",4-1-5-37,2,Conghua(25/11/2021),C H Yip,Mr & Mrs Edward Chan Chi Keung and Matthew Chan Chin Wah,80,74,Snitzel,Sabanci,Encosta de Lago,FALSE
GOOD BEAUTY(B384),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B384,AUS,7,Black,Gelding,PP,$0 ,"$4,174,500 ",3-1-5-47,1,Hong Kong(04/06/2020),K L Man,Junbon Chan Chun Bong,41,49,Hard Spun,Lush Liaison,Grand Lodge,FALSE
MIG ENERGY(C376),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C376,AUS,-1,Bay,Gelding,PP,,"$2,375,000 ",1-2-1-22,-1,,,Chen Ching Lung,64,-1,Redoute's Choice,Hifalutin,Peintre Celebre,TRUE
SUNSHINE SUPREME(D483),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D483,AUS,5,Grey,Gelding,PP,$0 ,"$90,000 ",0-0-0-6,1,Hong Kong(29/06/2020),R Gibson,Wong Yeuk Hung,60,65,The Factor,Kim Heaven,Shamardal,FALSE
MOMENTUM GALAXY(C275),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C275,AUS,6,Bay,Gelding,PP,"$938,200 ","$3,283,200 ",3-3-1-30,1,Hong Kong(24/06/2019),K H Ting,Tony Ng Fung Sing,62,56,The Factor,Angel's Breath,Tale Of The Cat,FALSE
SHOUSON(C326),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C326,AUS,-1,Chestnut,Gelding,PP,,"$4,445,320 ",4-3-3-41,-1,,,"Justin Li Cheng Yan, Vivian Li Yi Mei & The Executors of the Estate of the late Vincent Li Hoi Yuen",60,-1,Star Witness,Fille The Joy,Royal Academy,TRUE
SHANGHAI DRAGON(B114),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B114,AUS,7,Chestnut,Gelding,PPG,"$156,000 ","$3,057,080 ",3-3-7-31,1,Conghua(11/11/2021),T P Yung,Steven Leung Man Hung,50,52,All Too Hard,Miss Tizzy,Cee's Tizzy,FALSE
MANNA FROM HEAVEN(C261),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C261,IRE,6,Chestnut,Gelding,PP,"$98,800 ","$1,426,300 ",2-2-0-22,1,Hong Kong(14/11/2019),K L Man,Good Buddies Syndicate,44,46,Dragon Pulse,Salydora,Peintre Celebre,FALSE
SMART THINKER(D060),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D060,USA,-1,,,PPG,,"$285,000 ",0-0-3-15,-1,,,"Newlson Tang Kin Ming, Gilbert Hung Wan Hoi & Franklin Hung Chi Yen",24,-1,More Than Ready,Thissongsforbailee,Unbridled's Song,TRUE
